patient_text,symptoms,training_text,disease,risk_hint,category
"For the last 2 days, my glucose has been high and I also have blurred vision, fatigue, excessive thirst and frequent urination.",blurred vision|fatigue|excessive thirst|high blood sugar|frequent urination,"For the last 2 days, my glucose has been high and I also have blurred vision, fatigue, excessive thirst and frequent urination. Symptoms: blurred vision, fatigue, excessive thirst, high blood sugar, frequent urination",Hyperglycemia / Diabetes Concern,MEDIUM,Metabolic
"The pain has been abdominal pain, right lower abdominal pain, nausea, fever and vomiting for 2 days.",abdominal pain|right lower abdominal pain|nausea|fever|vomiting,"The pain has been abdominal pain, right lower abdominal pain, nausea, fever and vomiting for 2 days. Symptoms: abdominal pain, right lower abdominal pain, nausea, fever, vomiting",Appendicitis Concern,HIGH,GI
"My main problems are cough, wheezing, chest pain, fever, fatigue and bloating and it started 4 days ago.",cough|wheezing|chest pain|fever|fatigue|bloating,"My main problems are cough, wheezing, chest pain, fever, fatigue and bloating and it started 4 days ago. Symptoms: cough, wheezing, chest pain, fever, fatigue, bloating",Bronchitis,MEDIUM,Respiratory
"For the last 1 day, I have been dealing with nausea, sensitivity to light, headache and dizziness.",nausea|sensitivity to light|headache|dizziness,"For the last 1 day, I have been dealing with nausea, sensitivity to light, headache and dizziness. Symptoms: nausea, sensitivity to light, headache, dizziness",Migraine,LOW,Neurology
"I have been noticing itchy eyes, runny nose, sneezing and stiffness over the past 3 days.",itchy eyes|runny nose|sneezing|stiffness,"I have been noticing itchy eyes, runny nose, sneezing and stiffness over the past 3 days. Symptoms: itchy eyes, runny nose, sneezing, stiffness",Allergic Rhinitis,LOW,Allergy
"Since 2 days, I have had congestion and runny nose.",congestion|runny nose,"Since 2 days, I have had congestion and runny nose. Symptoms: congestion, runny nose",Allergic Rhinitis,LOW,Allergy
"For 4 days, my back has been aching after physical strain.",body ache|stiffness|fatigue|back pain,"For 4 days, my back has been aching after physical strain. Symptoms: body ache, stiffness, fatigue, back pain",Musculoskeletal Back Strain,LOW,Musculoskeletal
"Since 2 days, I have had chest pain, fever, fatigue, cough, wheezing and stiffness.",chest pain|fever|fatigue|cough|wheezing|stiffness,"Since 2 days, I have had chest pain, fever, fatigue, cough, wheezing and stiffness. Symptoms: chest pain, fever, fatigue, cough, wheezing, stiffness",Bronchitis,MEDIUM,Respiratory
"My main problems are vomiting, burning urination and nausea and it started 1 week ago.",vomiting|burning urination|nausea,"My main problems are vomiting, burning urination and nausea and it started 1 week ago. Symptoms: vomiting, burning urination, nausea",Kidney Stone / Renal Colic,HIGH,Genitourinary
"Over the last 2 days, I am experiencing cough, fever, fatigue and chills.",cough|fever|fatigue|chills,"Over the last 2 days, I am experiencing cough, fever, fatigue and chills. Symptoms: cough, fever, fatigue, chills",Influenza,MEDIUM,Respiratory
"Over the last 1 week, I am experiencing facial pain, headache, congestion, runny nose and sore throat.",facial pain|headache|congestion|runny nose|sore throat,"Over the last 1 week, I am experiencing facial pain, headache, congestion, runny nose and sore throat. Symptoms: facial pain, headache, congestion, runny nose, sore throat",Sinusitis,LOW,Respiratory
My main problems are cough and sore throat and it started 1 week ago.,cough|sore throat,"My main problems are cough and sore throat and it started 1 week ago. Symptoms: cough, sore throat",Common Cold,LOW,Respiratory
"I have been noticing headache, facial pain, congestion, sore throat and runny nose over the past 4 days.",headache|facial pain|congestion|sore throat|runny nose,"I have been noticing headache, facial pain, congestion, sore throat and runny nose over the past 4 days. Symptoms: headache, facial pain, congestion, sore throat, runny nose",Sinusitis,LOW,Respiratory
"The pain has been fever, nausea, appetite loss, abdominal pain and right lower abdominal pain for 1 week.",fever|nausea|appetite loss|abdominal pain|right lower abdominal pain,"The pain has been fever, nausea, appetite loss, abdominal pain and right lower abdominal pain for 1 week. Symptoms: fever, nausea, appetite loss, abdominal pain, right lower abdominal pain",Appendicitis Concern,HIGH,GI
I feel unusual pain around the left upper side of my abdomen for 3 days.,left upper abdominal pain,I feel unusual pain around the left upper side of my abdomen for 3 days. Symptoms: left upper abdominal pain,Unclear Pattern / Needs Clinical Evaluation,MEDIUM,Uncertain
I have runny nose and congestion for 5 days.,runny nose|congestion,"I have runny nose and congestion for 5 days. Symptoms: runny nose, congestion",Allergic Rhinitis,LOW,Allergy
"I have dizziness, sensitivity to light, nausea and headache for 3 days.",dizziness|sensitivity to light|nausea|headache,"I have dizziness, sensitivity to light, nausea and headache for 3 days. Symptoms: dizziness, sensitivity to light, nausea, headache",Migraine,LOW,Neurology
"My main problems are fever, swollen glands, fatigue and sore throat and it started 5 days ago.",fever|swollen glands|fatigue|sore throat,"My main problems are fever, swollen glands, fatigue and sore throat and it started 5 days ago. Symptoms: fever, swollen glands, fatigue, sore throat",Mononucleosis-like Illness,MEDIUM,Infectious
I have fever and frequent urination for 5 days.,fever|frequent urination,"I have fever and frequent urination for 5 days. Symptoms: fever, frequent urination",Urinary Tract Infection,MEDIUM,Genitourinary
There is pain near my spleen area for 1 week.,left upper abdominal pain,There is pain near my spleen area for 1 week. Symptoms: left upper abdominal pain,Unclear Pattern / Needs Clinical Evaluation,MEDIUM,Uncertain
"Since 4 days, I have had nausea, vomiting and bloating.",nausea|vomiting|bloating,"Since 4 days, I have had nausea, vomiting and bloating. Symptoms: nausea, vomiting, bloating",Kidney Stone / Renal Colic,HIGH,Genitourinary
I have flank pain and blood in my urine for 2 days.,blood in urine|vomiting|back pain|nausea|burning urination,"I have flank pain and blood in my urine for 2 days. Symptoms: blood in urine, vomiting, back pain, nausea, burning urination",Kidney Stone / Renal Colic,HIGH,Genitourinary
"For the last 5 days, I have been dealing with ear pain, sore throat and dizziness.",ear pain|sore throat|dizziness,"For the last 5 days, I have been dealing with ear pain, sore throat and dizziness. Symptoms: ear pain, sore throat, dizziness",Ear Infection,MEDIUM,ENT
"These symptoms started 5 days ago: diarrhea, dehydration, nausea, vomiting and bloating.",diarrhea|dehydration|nausea|vomiting|bloating,"These symptoms started 5 days ago: diarrhea, dehydration, nausea, vomiting and bloating. Symptoms: diarrhea, dehydration, nausea, vomiting, bloating",Gastroenteritis,MEDIUM,GI
"Patient reports sore throat, facial pain, headache, congestion and runny nose since 4 days.",sore throat|facial pain|headache|congestion|runny nose,"Patient reports sore throat, facial pain, headache, congestion and runny nose since 4 days. Symptoms: sore throat, facial pain, headache, congestion, runny nose",Sinusitis,LOW,Respiratory
"For the last 2 days, I have been dealing with congestion, sneezing and itchy eyes.",congestion|sneezing|itchy eyes,"For the last 2 days, I have been dealing with congestion, sneezing and itchy eyes. Symptoms: congestion, sneezing, itchy eyes",Allergic Rhinitis,LOW,Allergy
"My main problems are itchy eyes, sneezing, congestion and stiffness and it started 4 days ago.",itchy eyes|sneezing|congestion|stiffness,"My main problems are itchy eyes, sneezing, congestion and stiffness and it started 4 days ago. Symptoms: itchy eyes, sneezing, congestion, stiffness",Allergic Rhinitis,LOW,Allergy
"These symptoms started 1 week ago: body ache, fever, fatigue and heartburn.",body ache|fever|fatigue|heartburn,"These symptoms started 1 week ago: body ache, fever, fatigue and heartburn. Symptoms: body ache, fever, fatigue, heartburn",Influenza,MEDIUM,Respiratory
My main problems are cough and chest pain and it started 4 days ago.,cough|chest pain,"My main problems are cough and chest pain and it started 4 days ago. Symptoms: cough, chest pain",Asthma Exacerbation,HIGH,Respiratory
"I have fever, appetite loss, vomiting, nausea, abdominal pain, right lower abdominal pain and heartburn and the discomfort has been there for 3 days.",fever|appetite loss|vomiting|nausea|abdominal pain|right lower abdominal pain|heartburn,"I have fever, appetite loss, vomiting, nausea, abdominal pain, right lower abdominal pain and heartburn and the discomfort has been there for 3 days. Symptoms: fever, appetite loss, vomiting, nausea, abdominal pain, right lower abdominal pain, heartburn",Appendicitis Concern,HIGH,GI
"For the last 1 week, I have been dealing with sore throat, headache, fever and excessive thirst.",sore throat|headache|fever|excessive thirst,"For the last 1 week, I have been dealing with sore throat, headache, fever and excessive thirst. Symptoms: sore throat, headache, fever, excessive thirst",Mononucleosis-like Illness,MEDIUM,Infectious
"For the last 1 day, I have been dealing with frequent urination and fever.",frequent urination|fever,"For the last 1 day, I have been dealing with frequent urination and fever. Symptoms: frequent urination, fever",Urinary Tract Infection,MEDIUM,Genitourinary
"Patient reports nausea, burning urination and chills since 2 days.",nausea|burning urination|chills,"Patient reports nausea, burning urination and chills since 2 days. Symptoms: nausea, burning urination, chills",Kidney Stone / Renal Colic,HIGH,Genitourinary
"These symptoms started 4 days ago: fever, nausea, abdominal pain and heartburn.",fever|nausea|abdominal pain|heartburn,"These symptoms started 4 days ago: fever, nausea, abdominal pain and heartburn. Symptoms: fever, nausea, abdominal pain, heartburn",Appendicitis Concern,HIGH,GI
"My main problems are chills, fever, headache, fatigue and cough and it started 1 week ago.",chills|fever|headache|fatigue|cough,"My main problems are chills, fever, headache, fatigue and cough and it started 1 week ago. Symptoms: chills, fever, headache, fatigue, cough",Influenza,MEDIUM,Respiratory
"My main problems are fever, appetite loss, nausea and headache and it started 3 days ago.",fever|appetite loss|nausea|headache,"My main problems are fever, appetite loss, nausea and headache and it started 3 days ago. Symptoms: fever, appetite loss, nausea, headache",Appendicitis Concern,HIGH,GI
"My main problems are fatigue, loss of taste, cough and shortness of breath and it started 3 days ago.",fatigue|loss of taste|cough|shortness of breath,"My main problems are fatigue, loss of taste, cough and shortness of breath and it started 3 days ago. Symptoms: fatigue, loss of taste, cough, shortness of breath",COVID-19,HIGH,Respiratory
"These symptoms started 1 day ago: chest pain, fatigue and cough.",chest pain|fatigue|cough,"These symptoms started 1 day ago: chest pain, fatigue and cough. Symptoms: chest pain, fatigue, cough",Bronchitis,MEDIUM,Respiratory
"Over the last 1 day, I am experiencing swollen glands, headache, fatigue and sore throat.",swollen glands|headache|fatigue|sore throat,"Over the last 1 day, I am experiencing swollen glands, headache, fatigue and sore throat. Symptoms: swollen glands, headache, fatigue, sore throat",Mononucleosis-like Illness,MEDIUM,Infectious
"I have been noticing vomiting, diarrhea and headache over the past 3 days.",vomiting|diarrhea|headache,"I have been noticing vomiting, diarrhea and headache over the past 3 days. Symptoms: vomiting, diarrhea, headache",Gastroenteritis,MEDIUM,GI
"These symptoms started 1 day ago: fever, chest pain and cough.",fever|chest pain|cough,"These symptoms started 1 day ago: fever, chest pain and cough. Symptoms: fever, chest pain, cough",Pneumonia,HIGH,Respiratory
I feel unusual pain around the left upper side of my abdomen for 2 days.,left upper abdominal pain,I feel unusual pain around the left upper side of my abdomen for 2 days. Symptoms: left upper abdominal pain,Unclear Pattern / Needs Clinical Evaluation,MEDIUM,Uncertain
"For the last 1 day, I have been dealing with blurred vision, frequent urination, excessive thirst and fatigue.",blurred vision|frequent urination|excessive thirst|fatigue,"For the last 1 day, I have been dealing with blurred vision, frequent urination, excessive thirst and fatigue. Symptoms: blurred vision, frequent urination, excessive thirst, fatigue",Hyperglycemia / Diabetes Concern,MEDIUM,Metabolic
